HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms	Chromosome	Entrez Gene ID	RefSeq IDs
HGNC:679	ARHGDIB	Rho GDP dissociation inhibitor beta	RAP1GN1, GDIA2, GDID4	Ly-GDI, RhoGDI2	12p12.3	397	NM_001175
HGNC:680	ARHGDIG	Rho GDP dissociation inhibitor gamma		RHOGDI-3	16p13.3	398	
HGNC:681	ARHGEF1	Rho guanine nucleotide exchange factor 1		P115-RHOGEF, SUB1.5, LBCL2	19q13.2	9138	NM_199002
HGNC:682	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2		LFP40, GEF-H1, KIAA0651, P40	1q22	9181	NM_004723
HGNC:683	ARHGEF3	Rho guanine nucleotide exchange factor 3		STA3, XPLN, GEF3, DKFZP434F2429	3p14.3	50650	NM_019555
HGNC:40083	ARHGEF3-AS1	ARHGEF3 antisense RNA 1			3p14.3	100874200	
HGNC:684	ARHGEF4	Rho guanine nucleotide exchange factor 4		STM6, KIAA1112, ASEF	2q21.1	50649	
HGNC:13209	ARHGEF5	Rho guanine nucleotide exchange factor 5		TIM, TIM1, GEF5, P60	7q35	7984	NM_005435
HGNC:685	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6	MRX46	alphaPIX, Cool-2, KIAA0006, alpha-PIX, Cool2	Xq26.3	9459	NM_004840
HGNC:15607	ARHGEF7	Rho guanine nucleotide exchange factor 7		KIAA0142, PIXB, DKFZp761K1021, Nbla10314, DKFZp686C12170, BETA-PIX, COOL1, P85SPR, P85, P85COOL1, P50BP, PAK3, P50	13q34	8874	NM_001113511
HGNC:39816	ARHGEF7-AS1	ARHGEF7 antisense RNA 1			13q34		
HGNC:40717	ARHGEF7-AS2	ARHGEF7 antisense RNA 2			13q34		
HGNC:41408	ARHGEF7-IT1	ARHGEF7 intronic transcript 1			13q34		
HGNC:14561	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9		KIAA0424, PEM-2	Xq11.1	23229	
HGNC:41401	ARHGEF9-IT1	ARHGEF9 intronic transcript 1			Xq11.1		
HGNC:14103	ARHGEF10	Rho guanine nucleotide exchange factor 10		KIAA0294, Gef10	8p23.3	9639	
HGNC:25540	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like		FLJ10521, KIAA1626	1p36.13	55160	NM_018125
HGNC:14580	ARHGEF11	Rho guanine nucleotide exchange factor 11		KIAA0380, GTRAP48, PDZ-RHOGEF	1q23.1	9826	NM_198236
HGNC:14193	ARHGEF12	Rho guanine nucleotide exchange factor 12		KIAA0382, LARG	11q23.3	23365	NM_015313
HGNC:15590	ARHGEF15	Rho guanine nucleotide exchange factor 15		KIAA0915, Vsm-RhoGEF, ARGEF15, FLJ13791, MGC44868	17p13.1	22899	NM_173728
HGNC:15515	ARHGEF16	Rho guanine nucleotide exchange factor 16		NBR, GEF16	1p36.32	27237	NM_014448
HGNC:21726	ARHGEF17	Rho guanine nucleotide exchange factor 17		TEM4, KIAA0337, p164-RhoGEF	11q13.4	9828	NM_014786
HGNC:17090	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18		P114-RhoGEF, KIAA0521, MGC15913	19p13.2	23370	NM_015318
HGNC:26604	ARHGEF19	Rho guanine nucleotide exchange factor 19		FLJ33962, WGEF	1p36.13	128272	NM_153213
HGNC:39996	ARHGEF19-AS1	ARHGEF19 antisense RNA 1			1p36.13		
HGNC:30275	ARHGEF25	Rho guanine nucleotide exchange factor 25		GEFT, p63RhoGEF	12q13.3	115557	NM_133483
HGNC:24490	ARHGEF26	Rho guanine nucleotide exchange factor 26		DKFZP434D146, SGEF	3q25.2	26084	NM_015595
HGNC:41048	ARHGEF26-AS1	ARHGEF26 antisense RNA 1			3q25.2	100507524	
HGNC:30322	ARHGEF28	Rho guanine nucleotide exchange factor 28		RGNEF, p190RhoGEF, RIP2	5q13.2	64283	
HGNC:37252	ARHGEF33	Rho guanine nucleotide exchange factor 33			2p22.1	100271715	NM_001145451
HGNC:38086	ARHGEF34P	Rho guanine nucleotide exchange factor 34, pseudogene			7q35	728377	
HGNC:33846	ARHGEF35	Rho guanine nucleotide exchange factor 35	ARHGEF5L	FLJ43692, CTAGE4	7q35	445328	NM_001003702
HGNC:34430	ARHGEF37	Rho guanine nucleotide exchange factor 37		FLJ41603	5q32	389337	NM_001001669
HGNC:25968	ARHGEF38	Rho guanine nucleotide exchange factor 38		FLJ20184	4q24	54848	NM_017700
HGNC:41483	ARHGEF38-IT1	ARHGEF38 intronic transcript 1			4q24		
HGNC:25909	ARHGEF39	Rho guanine nucleotide exchange factor 39	C9orf100	FLJ14642	9p13.3	84904	NM_032818
HGNC:25516	ARHGEF40	Rho guanine nucleotide exchange factor 40		solo, FLJ10357	14q11.2	55701	
HGNC:11110	ARID1A	AT-rich interaction domain 1A	C1orf4, SMARCF1	B120, P270, C10rf4, BAF250, BAF250a	1p36.11	8289	NM_139135
HGNC:18040	ARID1B	AT-rich interaction domain 1B		KIAA1235, ELD/OSA1, p250R, BAF250b, DAN15, 6A3-5	6q25.3	57492	NM_020732
HGNC:18037	ARID2	AT-rich interaction domain 2		KIAA1557, DKFZp686G052, FLJ30619, BAF200	12q12	196528	NM_152641
HGNC:3031	ARID3A	AT-rich interaction domain 3A	DRIL1	BRIGHT	19p13.3	1820	NM_005224
HGNC:14350	ARID3B	AT-rich interaction domain 3B		BDP, DRIL2	15q24.1	10620	NM_006465
HGNC:21209	ARID3C	AT-rich interaction domain 3C			9p13.3	138715	NM_001017363
HGNC:9885	ARID4A	AT-rich interaction domain 4A	RBBP1	RBP1, RBP-1	14q23.1	5926	NM_023001
HGNC:15550	ARID4B	AT-rich interaction domain 4B	RBP1L1	BCAA, BRCAA1, SAP180	1q42.3	51742	NM_016374
HGNC:41407	ARID4B-IT1~withdrawn	entry withdrawn					
HGNC:17361	ARID5A	AT-rich interaction domain 5A		MRF-1, RP11-363D14	2q11.2	10865	NM_212481
HGNC:17362	ARID5B	AT-rich interaction domain 5B		FLJ21150, MRF2	10q21.2	84159	NM_032199
HGNC:689	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1		HARI, HHARI, UBCH7BP, ARI	15q24.1	25820	NM_005744
HGNC:690	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2		TRIAD1	3p21.31	10425	NM_006321
HGNC:34425	ARIH2OS	ariadne RBR E3 ubiquitin protein ligase 2 opposite strand	C3orf71		3p21.31	646450	NM_001123040
HGNC:31732	ARIH2P1	ariadne RBR E3 ubiquitin protein ligase 2 pseudogene 1	ARIH2P		18q12.1	390844	XR_016965
HGNC:692	ARL1	ADP ribosylation factor like GTPase 1		ARFL1	12q23.2	400	NM_001177
HGNC:693	ARL2	ADP ribosylation factor like GTPase 2		ARFL2	11q13.1	402	NM_001667
HGNC:49197	ARL2-SNX15	ARL2-SNX15 readthrough (NMD candidate)			11q13.1	100528018	
HGNC:17146	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein	RP66	BART1, BART	16q13	23568	NM_012106
HGNC:17742	ARL2BPP1	ADP ribosylation factor like GTPase 2 binding protein pseudogene 1		HsT2883	18q23	399666	
HGNC:31036	ARL2BPP2	ADP ribosylation factor like GTPase 2 binding protein pseudogene 2	ARL2BPL	bcm1040	12q13.13	643898	
HGNC:39447	ARL2BPP3	ADP ribosylation factor like GTPase 2 binding protein pseudogene 3			13q13.3	646879	NG_022943
HGNC:39448	ARL2BPP4	ADP ribosylation factor like GTPase 2 binding protein pseudogene 4			5q23.3	100130265	
HGNC:39449	ARL2BPP5	ADP ribosylation factor like GTPase 2 binding protein pseudogene 5			5q34	100874420	
HGNC:39450	ARL2BPP6	ADP ribosylation factor like GTPase 2 binding protein pseudogene 6			5q35.2	100874421	
HGNC:39451	ARL2BPP7	ADP ribosylation factor like GTPase 2 binding protein pseudogene 7			9q31.1	100131629	
HGNC:39452	ARL2BPP8	ADP ribosylation factor like GTPase 2 binding protein pseudogene 8			17q22	100131784	
HGNC:39453	ARL2BPP9	ADP ribosylation factor like GTPase 2 binding protein pseudogene 9			17q25.3	100421675	NG_026204
HGNC:39454	ARL2BPP10	ADP ribosylation factor like GTPase 2 binding protein pseudogene 10			22q11.21	100874449	
HGNC:694	ARL3	ADP ribosylation factor like GTPase 3		ARFL3	10q24.32	403	NM_004311
HGNC:695	ARL4A	ADP ribosylation factor like GTPase 4A	ARL4		7p21.3	10124	NM_005738
HGNC:17741	ARL4AP1	ADP ribosylation factor like GTPase 4A pseudogene 1	ARL4B, ARL4P	Em:AC022390.2	10q21.2	387684	XM_370560
HGNC:32379	ARL4AP2	ADP ribosylation factor like GTPase 4A pseudogene 2	ARL4P2		4p14	152709	NG_005394
HGNC:52372	ARL4AP3	ADP ribosylation factor like GTPase 4A pseudogene 3			10p15.1	107984161	
HGNC:52373	ARL4AP4	ADP ribosylation factor like GTPase 4A pseudogene 4			3p24.2	100420471	
HGNC:52374	ARL4AP5	ADP ribosylation factor like GTPase 4A pseudogene 5			6q25.1	101928788	
HGNC:698	ARL4C	ADP ribosylation factor like GTPase 4C	ARL7	LAK	2q37.1	10123	NM_005737
HGNC:656	ARL4D	ADP ribosylation factor like GTPase 4D	ARF4L		17q21.31	379	NM_001661
HGNC:696	ARL5A	ADP ribosylation factor like GTPase 5A	ARL5		2q23.3	26225	NM_012097
HGNC:43933	ARL5AP1	ADP ribosylation factor like GTPase 5A pseudogene 1			Xq24	641382	
HGNC:43937	ARL5AP2	ADP ribosylation factor like GTPase 5A pseudogene 2			10q24.2	641380	
HGNC:43935	ARL5AP3	ADP ribosylation factor like GTPase 5A pseudogene 3			1p31.3		
HGNC:43936	ARL5AP4	ADP ribosylation factor like GTPase 5A pseudogene 4			22q11.23	641379	
HGNC:23052	ARL5B	ADP ribosylation factor like GTPase 5B	ARL8		10p12.31	221079	NM_178815
HGNC:44882	ARL5B-AS1~withdrawn	symbol withdrawn, see NSUN6					
HGNC:31111	ARL5C	ADP ribosylation factor like GTPase 5C	ARL12		17q12	390790	NM_001143968
HGNC:13210	ARL6	ADP ribosylation factor like GTPase 6	BBS3	RP55	3q11.2	84100	NM_032146
HGNC:697	ARL6IP1	ADP ribosylation factor like GTPase 6 interacting protein 1	ARL6IP	AIP1, ARMER, KIAA0069, SPG61	16p12.3	23204	NM_015161
HGNC:23178	ARL6IP1P1	ADP ribosylation factor like GTPase 6 interacting protein 1 pseudogene 1	ARL6IPP1		14q11.2	100288702	NG_022838
HGNC:44971	ARL6IP1P2	ADP ribosylation factor like GTPase 6 interacting protein 1 pseudogene 2			10p11.21	646348	NG_022169
HGNC:44972	ARL6IP1P3	ADP ribosylation factor like GTPase 6 interacting protein 1 pseudogene 3			11q14.1	729790	NG_021793
HGNC:18076	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4		SR-25, SRp25, SFRS20, SRrp37	12q24.31	51329	NM_018694
HGNC:16937	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5		PRAF3, JWA, GTRAP3-18, DERP11, HSPC127, Yip6b	3p14.1	10550	NM_006407
HGNC:24048	ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6		MGC33864	2q23.3	151188	NM_152522
HGNC:25192	ARL8A	ADP ribosylation factor like GTPase 8A	ARL10B	FLJ45195, Gie2	1q32.1	127829	NM_138795
HGNC:25564	ARL8B	ADP ribosylation factor like GTPase 8B	ARL10C	FLJ10702, Gie1	3p26.1	55207	NM_018184
HGNC:23592	ARL9	ADP ribosylation factor like GTPase 9			4q12	132946	NM_206919
HGNC:22042	ARL10	ADP ribosylation factor like GTPase 10	ARL10A		5q35.2	285598	NM_173664
HGNC:24046	ARL11	ADP ribosylation factor like GTPase 11		ARLTS1, FLJ33930	13q14.2	115761	NM_138450
HGNC:31709	ARL13A	ADP ribosylation factor like GTPase 13A	ARL13		Xq22.1	392509	NM_001162491
HGNC:25419	ARL13B	ADP ribosylation factor like GTPase 13B	ARL2L1	DKFZp761H079, JBTS8	3q11.1-q11.2	200894	NM_182896
HGNC:22974	ARL14	ADP ribosylation factor like GTPase 14	ARF7	FLJ22595	3q25.33	80117	NM_025047
HGNC:26798	ARL14EP	ADP ribosylation factor like GTPase 14 effector protein	C11orf46	FLJ38968, ARF7EP	11p14.1	120534	NM_152316
HGNC:44201	ARL14EPL	ADP ribosylation factor like GTPase 14 effector protein like			5q23.1	644100	NM_001195581
HGNC:25945	ARL15	ADP ribosylation factor like GTPase 15	ARFRP2	FLJ20051	5q11.2	54622	NM_019087
HGNC:27902	ARL16	ADP ribosylation factor like GTPase 16			17q25.3	339231	NM_001040025
HGNC:24096	ARL17A	ADP ribosylation factor like GTPase 17A	ARF1P2, ARL17P1		17q21.31	51326	NM_016632
HGNC:32387	ARL17B	ADP ribosylation factor like GTPase 17B	ARL17		17q21.31	100506084	NM_001039083
HGNC:17684	ARMC1	armadillo repeat containing 1		FLJ10511, Arcp	8q13.1	55156	NM_018120
HGNC:23045	ARMC2	armadillo repeat containing 2		DKFZp434P0714, bA787I22.1	6q21	84071	NM_032131
HGNC:41008	ARMC2-AS1	ARMC2 antisense RNA 1			6q21		
HGNC:30964	ARMC3	armadillo repeat containing 3		FLJ32827, CT81	10p12.2	219681	NM_173081
HGNC:25583	ARMC4	armadillo repeat containing 4		FLJ10817, FLJ10376, DKFZP434P1735, CILD23	10p12.1	55130	NM_018076
HGNC:44937	ARMC4P1	armadillo repeat containing 4 pseudogene 1			10p12.1	101060171	
HGNC:25781	ARMC5	armadillo repeat containing 5		FLJ13063	16p11.2	79798	NM_024742
HGNC:25049	ARMC6	armadillo repeat containing 6		MGC19595	19p13.11	93436	NM_033415
HGNC:26168	ARMC7	armadillo repeat containing 7		FLJ22160	17q25.1	79637	NM_024585
HGNC:24999	ARMC8	armadillo repeat containing 8		HSPC056, DKFZP434A043, GID5, VID28	3q22.3	25852	NM_015396
HGNC:49918	ARMC8P1	armadillo repeat containing 8 pseudogene 1			9p13.1	100130871	NG_028720
HGNC:20730	ARMC9	armadillo repeat containing 9		FLJ12584, KIAA1868, ARM, KU-MEL-1	2q37.1	80210	NM_025139
HGNC:21706	ARMC10	armadillo repeat containing 10		MGC3195, SVH	7q22.1	83787	NM_031905
HGNC:43646	ARMC10P1	armadillo repeat containing 10 pseudogene 1			3q11.2	389137	NG_012229
HGNC:21099	ARMC12	armadillo repeat containing 12	C6orf81	FLJ25390	6p21.31	221481	NM_145028
HGNC:18073	ARMCX1	armadillo repeat containing, X-linked 1		ALEX1, GASP7	Xq22.1	51309	NM_016608
HGNC:16869	ARMCX2	armadillo repeat containing, X-linked 2		ALEX2, KIAA0512, GASP9	Xq22.1	9823	NM_014782
HGNC:24065	ARMCX3	armadillo repeat containing, X-linked 3		ALEX3, GASP6	Xq22.1	51566	NM_016607
HGNC:41038	ARMCX3-AS1	ARMCX3 antisense RNA 1			Xq22.1	100128574	
HGNC:28615	ARMCX4	armadillo repeat containing, X-linked 4	CXorf35	MGC40053, GASP4	Xq22.1	100131755	NM_001256155
HGNC:25772	ARMCX5	armadillo repeat containing, X-linked 5		FLJ12969, GASP5	Xq22.1	64860	NM_022838
HGNC:42000	ARMCX5-GPRASP2	ARMCX5-GPRASP2 readthrough			Xq22.1	100528062	NM_001199818.1
HGNC:26094	ARMCX6	armadillo repeat containing, X-linked 6		FLJ20811, GASP10	Xq22.1	54470	NM_019007
HGNC:49917	ARMCX7P	armadillo repeat containing, X-linked 7, pseudogene		ARMCX6-ps, GASP10ps	Xq22.1	653354	
HGNC:699	ARMD1~withdrawn	symbol withdrawn, see HMCN1					
HGNC:32685	ARMS2	age-related maculopathy susceptibility 2		LOC387715, ARMD8	10q26.13	387715	
HGNC:17872	ARMT1	acidic residue methyltransferase 1	C6orf211	FLJ12910	6q25.1	79624	NM_024573
HGNC:700	ARNT	aryl hydrocarbon receptor nuclear translocator		HIF-1beta, bHLHe2	1q21.3	405	
HGNC:16876	ARNT2	aryl hydrocarbon receptor nuclear translocator 2		KIAA0307, bHLHe1	15q25.1	9915	
HGNC:701	ARNTL	aryl hydrocarbon receptor nuclear translocator like		MOP3, JAP3, BMAL1, PASD3, bHLHe5	11p15.3	406	NM_001178
HGNC:18984	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2		BMAL2, MOP9, CLIF, PASD9, bHLHe6	12p11.23	56938	NM_020183
HGNC:49892	ARNTL2-AS1	ARNTL2 antisense RNA 1			12p11.23	101928646	
HGNC:702	ARP1~withdrawn	symbol withdrawn, see NR2F2					
HGNC:703	ARPC1A	actin related protein 2/3 complex subunit 1A		SOP2Hs, SOP2L, Arc40	7q22.1	10552	NM_006409
HGNC:704	ARPC1B	actin related protein 2/3 complex subunit 1B		ARC41, p40-ARC, p41-ARC	7q22.1	10095	NM_005720
HGNC:705	ARPC2	actin related protein 2/3 complex subunit 2		p34-Arc, ARC34	2q35	10109	NM_005731
HGNC:706	ARPC3	actin related protein 2/3 complex subunit 3		p21-Arc, ARC21	12q24.11	10094	
HGNC:16092	ARPC3P1	actin related protein 2/3 complex subunit 3 pseudogene 1	ARPC3B	dJ470L14.3	20q13.13	87171	NG_002363
HGNC:39431	ARPC3P2	actin related protein 2/3 complex subunit 3 pseudogene 2			1q32.3	391160	NG_022826
HGNC:39432	ARPC3P3	actin related protein 2/3 complex subunit 3 pseudogene 3			11q21	729494	
HGNC:39434	ARPC3P4	actin related protein 2/3 complex subunit 3 pseudogene 4			11q13.4	100421973	NG_024384
HGNC:39435	ARPC3P5	actin related protein 2/3 complex subunit 3 pseudogene 5			6p22.3	441131	NG_022345
HGNC:707	ARPC4	actin related protein 2/3 complex subunit 4		p20-Arc, ARC20	3p25.3	10093	NM_001024959
HGNC:38830	ARPC4-TTLL3	ARPC4-TTLL3 readthrough			3p25.3	100526693	NM_001198793.1
HGNC:708	ARPC5	actin related protein 2/3 complex subunit 5		p16-Arc, ARC16, dJ127C7.3	1q25.3	10092	NM_005717
HGNC:23366	ARPC5L	actin related protein 2/3 complex subunit 5 like		MGC3038, ARC16-2	9q33.3	81873	NM_030978
HGNC:28782	ARPIN	actin related protein 2/3 complex inhibitor	C15orf38	MGC61550	15q26.1	348110	NM_182616
HGNC:16967	ARPP19	cAMP regulated phosphoprotein 19		ARPP-19, ARPP-16, ARPP16, ENSAL	15q21.2	10776	NM_006628
HGNC:16968	ARPP21	cAMP regulated phosphoprotein 21		ARPP-21, TARPP, R3HDM3	3p22.3	10777	NM_198399
HGNC:40785	ARPP21-AS1	ARPP21 antisense RNA 1			3p22.3		
HGNC:709	ARR1~withdrawn	symbol withdrawn, see ARRB1					
HGNC:710	ARR3	arrestin 3		ARRX	Xq13.1	407	NM_004312
HGNC:711	ARRB1	arrestin beta 1	ARR1		11q13.4	408	NM_004041
HGNC:712	ARRB2	arrestin beta 2	ARR2	BARR2, DKFZp686L0365	17p13.2	409	NM_004313
HGNC:28633	ARRDC1	arrestin domain containing 1		MGC40555	9q34.3	92714	NM_152285
HGNC:23395	ARRDC1-AS1	ARRDC1 antisense RNA 1	C9orf37		9q34.3	85026	NR_122035
HGNC:25225	ARRDC2	arrestin domain containing 2		CLONE24945, PP2703	19p13.11	27106	NM_015683
HGNC:29263	ARRDC3	arrestin domain containing 3		KIAA1376, TLIMP	5q14.3	57561	NM_020801
HGNC:44145	ARRDC3-AS1	ARRDC3 antisense RNA 1			5q14.3	100129716	NR_027435
HGNC:28087	ARRDC4	arrestin domain containing 4		FLJ36045	15q26.2	91947	NM_183376
HGNC:31407	ARRDC5	arrestin domain containing 5			19p13.3	645432	NM_001080523
HGNC:713	ARSA	arylsulfatase A			22q13.33	410	NM_000487
HGNC:714	ARSB	arylsulfatase B			5q14.1	411	NM_000046
HGNC:715	ARSC1~withdrawn	symbol withdrawn, see STS					
HGNC:716	ARSC2	arylsulfatase C, isozyme F	ARSC		X	413	
HGNC:717	ARSD	arylsulfatase D			Xp22.33	414	
HGNC:40085	ARSD-AS1	ARSD antisense RNA 1			Xp22.33	100506356	
HGNC:718	ARSDP1	arylsulfatase D pseudogene 1	ARSDP	ARSDY1	Yq11.21	10034	NG_000881.2
HGNC:719	ARSE	arylsulfatase E (chondrodysplasia punctata 1)	CDPX, CDPX1		Xp22.33	415	NM_000047
HGNC:720	ARSEP1	arylsulfatase E pseudogene 1	ARSEP		Yq11.21	10033	NG_000880
HGNC:721	ARSF	arylsulfatase F			Xp22.33	416	
HGNC:722	ARSFP1	arylsulfatase F pseudogene 1	ARSFP		Yq11.21	23757	NG_002804
HGNC:24102	ARSG	arylsulfatase G		KIAA1001	17q24.2	22901	NM_014960
HGNC:32488	ARSH	arylsulfatase family member H			Xp22.33	347527	NM_001011719
HGNC:32521	ARSI	arylsulfatase family member I		FLJ16069, SPG66	5q32	340075	NM_001012301
HGNC:26286	ARSJ	arylsulfatase family member J		FLJ23548	4q26	79642	NM_024590
HGNC:25239	ARSK	arylsulfatase family member K		DKFZp313G1735, TSULF	5q15	153642	NM_198150
HGNC:723	ART1	ADP-ribosyltransferase 1		ART2, CD296	11p15.4	417	NM_004314
HGNC:51489	ART2BP	ADP-ribosyltransferase 2B, pseudogene			11q13.4		
HGNC:724	ART2P	ADP-ribosyltransferase 2, pseudogene	RT6	ART1P	11q13.4	418	NG_001076
HGNC:725	ART3	ADP-ribosyltransferase 3			4q21.1	419	NM_001179
HGNC:726	ART4	ADP-ribosyltransferase 4 (Dombrock blood group)	DO	DOK1, CD297	12p12.3	420	NM_021071
HGNC:24049	ART5	ADP-ribosyltransferase 5			11p15.4	116969	NM_053017
HGNC:727	ARTN	artemin		NBN, EVN, ENOVIN	1p34.1	9048	NM_057090
HGNC:29561	ARV1	ARV1 homolog, fatty acid homeostasis modulator			1q42.2	64801	NM_022786
HGNC:728	ARVCF	ARVCF, delta catenin family member			22q11.21	421	NM_001670
HGNC:729	ARVD1~withdrawn	symbol withdrawn, see TGFB3					
HGNC:730	ARVD2~withdrawn	symbol withdrawn, see RYR2					
HGNC:731	ARVD3	arrhythmogenic right ventricular dysplasia 3			14q12-q22		
HGNC:732	ARVD4	arrhythmogenic right ventricular dysplasia 4			2q32.1-q32.3		
HGNC:733	ARVD5~withdrawn	symbol withdrawn, see TMEM43					
HGNC:18060	ARX	aristaless related homeobox	MRXS1, PRTS, MRX76, MRX54, MRX43, MRX36, MRX29, MRX32, MRX33, MRX38, MRX87	ISSX, CT121, EIEE1	Xp21.3	170302	
HGNC:734	AS~withdrawn	symbol withdrawn, see HLA-B					
HGNC:17452	AS3MT	arsenite methyltransferase		CYT19	10q24.32	57412	NM_020682
HGNC:735	ASAH1	N-acylsphingosine amidohydrolase 1	ASAH	AC, PHP32, FLJ21558, ACDase	8p22	427	NM_004315
HGNC:18860	ASAH2	N-acylsphingosine amidohydrolase 2			10q11.23	56624	NM_019893
HGNC:23456	ASAH2B	N-acylsphingosine amidohydrolase 2B	ASAH2C	bA449O16.3, ASAH2L, bA98I6.3	10q11.23	653308	
HGNC:23457	ASAH2C~withdrawn	symbol withdrawn, see ASAH2B					
HGNC:2720	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	DDEF1	PAP, KIAA1249, ZG14P, CENTB4	8q24.21-q24.22	50807	NM_018482
HGNC:24998	ASAP1-IT1	ASAP1 intronic transcript 1	DDEF1IT1	HSPC054, NCRNA00050, ASAP1IT, ASAP1-IT	8q24.21	29065	NR_002765
HGNC:48917	ASAP1-IT2	ASAP1 intronic transcript 2			8q24.21	100507117	NR_045385
HGNC:2721	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	DDEF2	KIAA0400, PAP, SHAG1, CENTB3	2p25.1	8853	NM_003887
HGNC:14987	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	DDEFL1	FLJ20199, UPLC1, CENTB6	1p36.12	55616	NM_017707
HGNC:737	ASB~withdrawn	symbol withdrawn, see ALAS2					
HGNC:16011	ASB1	ankyrin repeat and SOCS box containing 1		ASB-1	2q37.3	51665	NM_001040445
HGNC:16012	ASB2	ankyrin repeat and SOCS box containing 2		ASB-2	14q32.12	51676	
HGNC:16013	ASB3	ankyrin repeat and SOCS box containing 3		ASB-3	2p16.2	51130	NM_016115
HGNC:16009	ASB4	ankyrin repeat and SOCS box containing 4		ASB-4	7q21.3	51666	NM_016116
HGNC:17180	ASB5	ankyrin repeat and SOCS box containing 5			4q34.2	140458	
HGNC:17181	ASB6	ankyrin repeat and SOCS box containing 6			9q34.11	140459	NM_017873
HGNC:17182	ASB7	ankyrin repeat and SOCS box containing 7			15q26.3	140460	NM_024708
HGNC:17183	ASB8	ankyrin repeat and SOCS box containing 8		MGC5540, FLJ21255	12q13.11	140461	
HGNC:17184	ASB9	ankyrin repeat and SOCS box containing 9		DKFZP564L0862, MGC4954, FLJ20636	Xp22.2	140462	
HGNC:20972	ASB9P1	ankyrin repeat and SOCS box containing 9 pseudogene 1			15q26.1	728619	NR_033769
HGNC:17185	ASB10	ankyrin repeat and SOCS box containing 10	GLC1F		7q36.1	136371	NM_080871
HGNC:17186	ASB11	ankyrin repeat and SOCS box containing 11		DKFZp779E2460	Xp22.2	140456	
HGNC:19763	ASB12	ankyrin repeat and SOCS box containing 12		FLJ39577	Xq11.2	142689	
HGNC:19765	ASB13	ankyrin repeat and SOCS box containing 13		FLJ13134, MGC19879	10p15.1	79754	
HGNC:19766	ASB14	ankyrin repeat and SOCS box containing 14		DKFZp313L0121	3p14.3	142686	
HGNC:19767	ASB15	ankyrin repeat and SOCS box containing 15		FLJ43370	7q31.32	142685	
HGNC:19768	ASB16	ankyrin repeat and SOCS box containing 16		FLJ30165	17q21.31	92591	
HGNC:25442	ASB16-AS1	ASB16 antisense RNA 1	C17orf65	DKFZp762C2414	17q21.31	339201	NR_049729
HGNC:19769	ASB17	ankyrin repeat and SOCS box containing 17			1p31.1	127247	NM_080868
HGNC:19770	ASB18	ankyrin repeat and SOCS box containing 18			2q37.2	401036	NM_212556
HGNC:24268	ASCC1	activating signal cointegrator 1 complex subunit 1		CGI-18, ASC1p50, Em:AC022392.3	10q22.1	51008	NM_015947
HGNC:24103	ASCC2	activating signal cointegrator 1 complex subunit 2		ASC1p100, FLJ21588, DKFZp586O0223	22q12.2	84164	NM_032204
HGNC:18697	ASCC3	activating signal cointegrator 1 complex subunit 3	HELIC1	RNAH, ASC1p200, dJ121G13.4, dJ467N11.1	6q16.3	10973	NM_006828
HGNC:738	ASCL1	achaete-scute family bHLH transcription factor 1		ASH1, HASH1, bHLHa46	12q23.2	429	
HGNC:739	ASCL2	achaete-scute family bHLH transcription factor 2		ASH2, HASH2, bHLHa45	11p15.5	430	NM_005170
HGNC:740	ASCL3	achaete-scute family bHLH transcription factor 3		bHLHa42, HASH3, Sgn1	11p15.4	56676	
HGNC:24311	ASCL4	achaete-scute family bHLH transcription factor 4		HASH4, bHLHa44	12q23.3	121549	NM_203436
HGNC:33169	ASCL5	achaete-scute family bHLH transcription factor 5		bHLHa47	1q32.1	647219	NM_001270601
HGNC:741	ASD1	atrial septal defect 1			5p15.31		
HGNC:53619	ASDURF	ASNSD1 upstream reading frame			2q32	110599588	NM_001353493
HGNC:20995	ASF1A	anti-silencing function 1A histone chaperone		DKFZP547E2110, CIA	6q22.31	25842	NM_014034
HGNC:20996	ASF1B	anti-silencing function 1B histone chaperone		FLJ10604	19p13.12	55723	NM_018154
HGNC:742	ASGR1	asialoglycoprotein receptor 1		CLEC4H1	17p13.1	432	NM_001671
HGNC:743	ASGR2	asialoglycoprotein receptor 2		CLEC4H2	17p13.1	433	NM_080914
HGNC:19088	ASH1L	ASH1 like histone lysine methyltransferase		huASH1, ASH1, ASH1L1, KMT2H	1q22	55870	NM_018489
HGNC:44146	ASH1L-AS1	ASH1L antisense RNA 1			1q22	645676	NR_027023
